transaction_id,date,customer_id,product,category,region,channel,quantity,unit_price,discount,revenue
T00589,2025-03-18,C0339,27in Monitor,Monitors,South,Retail,1,362.27,0.05,344.16
T00590,2025-06-19,C0303,Smartphone Lite,Phones,South,Partner,1,497.74,0.05,472.85
T00591,2025-07-30,C0069,Laptop Pro 14,Computers,North,Partner,1,1313.4,0,1313.4
T00592,2025-03-17,C0208,Laptop Pro 14,Computers,North,Partner,1,1301.59,0.15,1106.35
T00593,2025-12-05,C0242,Mechanical Keyboard,Accessories,West,Online,4,120.52,0,482.08
T00594,2025-04-23,C0094,USB-C Dock,Accessories,East,Online,2,165.11,0.1,297.2
T00595,2025-12-18,C0194,Wireless Mouse,Accessories,West,Online,4,46.46,0.05,176.55
T00596,2025-02-25,C0215,Laptop Pro 14,Computers,South,Partner,1,1299.68,0.1,1169.71
T00597,2025-02-19,C0273,27in Monitor,Monitors,North,Online,1,329.69,0.05,313.21
T00598,2025-09-04,C0397,Smartphone X,Phones,West,Partner,1,830.4,0.05,788.88
T00599,2025-08-04,C0247,Wireless Mouse,Accessories,West,Retail,3,48.58,0.05,138.45
T00600,2025-10-29,C0218,Smartphone Lite,Phones,South,Retail,3,503.56,0.1,1359.61
T00601,2025-09-02,C0279,24in Monitor,Monitors,West,Retail,3,231.7,0,695.1
T00602,2025-04-07,C0061,Laptop Pro 14,Computers,North,Retail,2,1311.16,0.1,2360.09
T00603,2025-12-02,C0080,24in Monitor,Monitors,West,Partner,2,225.22,0,450.44
T00604,2025-10-27,C0314,Mechanical Keyboard,Accessories,East,Partner,1,119.92,0.05,113.92
T00605,2025-07-23,C0190,24in Monitor,Monitors,West,Retail,1,228.52,0.1,205.67
T00606,2025-06-07,C0338,Tablet 11,Tablets,North,Partner,1,513.12,0.1,461.81
T00607,2025-04-28,C0261,Noise-Cancel Headset,Audio,West,Retail,2,170.41,0.15,289.7
T00608,2025-10-09,C0326,Tablet 11,Tablets,North,Online,2,478.68,0.1,861.62
T00609,2025-03-16,C0114,Noise-Cancel Headset,Audio,East,Online,4,169.64,0,678.56
T00610,2025-11-08,C0336,Laptop Pro 14,Computers,East,Partner,2,1283.51,0.15,2181.97
T00611,2025-11-02,C0225,Laptop Pro 14,Computers,North,Online,4,1320.87,0.1,4755.13
T00612,2025-12-03,C0265,Webcam HD,Accessories,South,Partner,1,90.06,0,90.06
T00613,2025-03-28,C0081,Smartphone X,Phones,North,Retail,1,751.09,0,751.09
T00614,2025-07-24,C0008,Wireless Mouse,Accessories,North,Online,2,47.24,0,94.48
T00615,2025-10-09,C0178,Mechanical Keyboard,Accessories,East,Online,2,120.18,0.05,228.34
T00616,2025-11-07,C0090,24in Monitor,Monitors,West,Partner,1,215.39,0,215.39
T00617,2025-02-24,C0263,Webcam HD,Accessories,East,Partner,1,93.77,0,93.77
T00618,2025-10-22,C0395,Mechanical Keyboard,Accessories,South,Retail,2,119.9,0.15,203.83
T00619,2025-08-23,C0060,Smartphone X,Phones,East,Online,1,753.68,0.05,716.0
T00620,2025-07-15,C0162,Smartphone X,Phones,West,Retail,2,818.29,0,1636.58
T00621,2025-09-22,C0048,Webcam HD,Accessories,West,Partner,1,86.31,0.1,77.68
T00622,2025-06-25,C0112,Laptop Air 13,Computers,East,Online,2,976.69,0,1953.38
T00623,2025-12-16,C0136,24in Monitor,Monitors,South,Online,1,235.47,0,235.47
T00624,2025-04-14,C0062,24in Monitor,Monitors,North,Partner,3,236.67,0,710.01
T00625,2025-12-06,C0022,Noise-Cancel Headset,Audio,West,Retail,2,179.89,0.1,323.8
T00626,2025-11-14,C0141,Wireless Mouse,Accessories,West,Online,1,51.33,0.2,41.06
T00627,2025-09-19,C0270,Mechanical Keyboard,Accessories,West,Retail,1,113.69,0.1,102.32
T00628,2025-10-04,C0090,Laptop Pro 14,Computers,West,Online,1,1328.05,0,1328.05
T00629,2025-12-24,C0108,Webcam HD,Accessories,West,Partner,1,83.79,0.05,79.6
T00630,2025-02-21,C0135,Wireless Mouse,Accessories,South,Retail,1,47.16,0.1,42.44
T00631,2025-08-30,C0215,Tablet 11,Tablets,East,Retail,1,494.45,0,494.45
T00632,2025-07-25,C0352,Mechanical Keyboard,Accessories,South,Online,1,125.84,0.05,119.55
T00633,2025-05-19,C0379,24in Monitor,Monitors,South,Retail,2,220.65,0.1,397.17
T00634,2025-01-05,C0323,27in Monitor,Monitors,East,Retail,1,365.47,0,365.47
T00635,2025-06-03,C0354,Mechanical Keyboard,Accessories,South,Online,2,117.55,0.05,223.34
T00636,2025-04-21,C0172,Mechanical Keyboard,Accessories,East,Retail,1,118.28,0.05,112.37
T00637,2025-07-04,C0211,Webcam HD,Accessories,North,Retail,2,87.34,0.1,157.21
T00638,2025-12-14,C0090,Tablet 11,Tablets,East,Retail,1,507.93,0.05,482.53
T00639,2025-06-16,C0041,Smartphone X,Phones,West,Partner,1,793.91,0.1,714.52
T00640,2025-05-27,C0173,Noise-Cancel Headset,Audio,West,Partner,2,171.86,0,343.72
T00641,2025-11-10,C0176,Tablet 11,Tablets,South,Retail,1,473.8,0.15,402.73
T00642,2025-06-12,C0139,Smartphone X,Phones,West,Retail,1,812.87,0,812.87
T00643,2025-10-28,C0012,Webcam HD,Accessories,South,Partner,4,85.62,0,342.48
T00644,2025-05-01,C0108,Smartphone X,Phones,South,Retail,1,822.95,0.1,740.66
T00645,2025-02-22,C0014,Laptop Air 13,Computers,West,Partner,1,1004.81,0.1,904.33
T00646,2025-02-12,C0200,Laptop Air 13,Computers,East,Online,1,1017.56,0,1017.56
T00647,2025-05-07,C0088,Smartphone Lite,Phones,North,Online,1,476.92,0.05,453.07
T00648,2025-12-06,C0277,Wireless Mouse,Accessories,East,Partner,3,48.86,0,146.58
T00649,2025-08-16,C0306,27in Monitor,Monitors,West,Partner,4,335.47,0.05,1274.79
T00650,2025-11-22,C0178,Tablet 11,Tablets,West,Partner,1,501.02,0.05,475.97
T00651,2025-04-27,C0156,Laptop Air 13,Computers,North,Online,1,970.21,0,970.21
T00652,2025-09-25,C0252,27in Monitor,Monitors,West,Retail,1,328.41,0.05,311.99
T00653,2025-01-05,C0281,USB-C Dock,Accessories,East,Online,2,164.66,0.05,312.85
T00654,2025-07-30,C0331,Webcam HD,Accessories,West,Retail,1,91.3,0,91.3
T00655,2025-04-23,C0314,Mechanical Keyboard,Accessories,East,Retail,1,119.24,0.05,113.28
T00656,2025-11-29,C0036,Smartphone Lite,Phones,South,Online,2,480.32,0,960.64
T00657,2025-05-29,C0319,Laptop Air 13,Computers,West,Online,2,971.68,0.05,1846.19
T00658,2025-06-14,C0053,Laptop Pro 14,Computers,East,Retail,1,1224.51,0.15,1040.83
T00659,2025-03-06,C0008,Smartphone Lite,Phones,West,Online,1,474.46,0,474.46
T00660,2025-06-25,C0238,USB-C Dock,Accessories,North,Retail,1,168.5,0.1,151.65
T00661,2025-02-11,C0241,27in Monitor,Monitors,South,Online,1,331.05,0.1,297.94
T00662,2025-05-09,C0128,USB-C Dock,Accessories,West,Retail,3,164.12,0,492.36
T00663,2025-05-07,C0049,Smartphone Lite,Phones,South,Retail,5,513.09,0,2565.45
T00664,2025-07-19,C0373,Smartphone X,Phones,North,Partner,4,766.27,0.15,2605.32
T00665,2025-10-09,C0185,Webcam HD,Accessories,North,Partner,1,86.85,0.05,82.51
T00666,2025-04-22,C0142,Laptop Air 13,Computers,North,Retail,1,940.87,0,940.87
T00667,2025-05-05,C0353,Laptop Pro 14,Computers,South,Retail,4,1328.73,0.05,5049.17
T00668,2025-02-15,C0389,24in Monitor,Monitors,North,Online,1,232.26,0,232.26
T00669,2025-07-02,C0250,Smartphone X,Phones,South,Retail,1,761.36,0.05,723.29
T00670,2025-10-13,C0099,Smartphone X,Phones,North,Partner,2,793.12,0.1,1427.62
T00671,2025-07-13,C0362,Wireless Mouse,Accessories,West,Partner,2,46.29,0,92.58
T00672,2025-05-31,C0179,Webcam HD,Accessories,East,Partner,2,85.65,0,171.3
T00673,2025-08-28,C0083,Mechanical Keyboard,Accessories,North,Partner,3,124.15,0.05,353.83
T00674,2025-03-21,C0001,Noise-Cancel Headset,Audio,West,Partner,1,176.15,0,176.15
T00675,2025-04-05,C0165,Laptop Pro 14,Computers,North,Partner,2,1317.74,0,2635.48
T00676,2025-10-03,C0079,USB-C Dock,Accessories,East,Retail,1,164.07,0.05,155.87
T00677,2025-07-29,C0023,Smartphone X,Phones,South,Online,1,814.23,0,814.23
T00678,2025-01-17,C0329,24in Monitor,Monitors,West,Partner,1,216.13,0,216.13
T00679,2025-09-08,C0114,Webcam HD,Accessories,North,Online,2,84.18,0.05,159.94
T00680,2025-04-17,C0328,Smartphone X,Phones,North,Retail,1,758.73,0.15,644.92
T00681,2025-10-13,C0363,Smartphone Lite,Phones,North,Partner,4,491.16,0,1964.64
T00682,2025-05-17,C0111,Webcam HD,Accessories,North,Online,1,86.91,0,86.91
T00683,2025-04-29,C0292,Webcam HD,Accessories,South,Partner,1,90.68,0,90.68
T00684,2025-10-13,C0346,USB-C Dock,Accessories,West,Partner,2,160.46,0.1,288.83
T00685,2025-12-07,C0206,USB-C Dock,Accessories,East,Partner,3,152.9,0,458.7
T00686,2025-03-22,C0162,Webcam HD,Accessories,East,Retail,5,87.42,0,437.1
T00687,2025-07-31,C0289,Smartphone X,Phones,South,Retail,1,809.39,0.1,728.45
T00688,2025-10-09,C0204,Smartphone Lite,Phones,North,Partner,1,495.86,0.15,421.48
T00689,2025-01-18,C0155,Mechanical Keyboard,Accessories,North,Retail,2,126.05,0.05,239.49
T00690,2025-04-24,C0354,24in Monitor,Monitors,East,Partner,3,237.85,0,713.55
T00691,2025-09-19,C0236,Webcam HD,Accessories,East,Online,2,84.67,0.05,160.87
T00692,2025-03-12,C0154,Mechanical Keyboard,Accessories,North,Partner,1,115.19,0.05,109.43
T00693,2025-07-24,C0248,Tablet 11,Tablets,South,Retail,3,512.39,0.1,1383.45
T00694,2025-12-20,C0154,Smartphone Lite,Phones,North,Partner,2,504.7,0.15,857.99
T00695,2025-10-23,C0179,USB-C Dock,Accessories,West,Retail,1,164.17,0,164.17
T00696,2025-03-03,C0325,24in Monitor,Monitors,West,Online,2,240.78,0.1,433.4
T00697,2025-06-06,C0258,Webcam HD,Accessories,South,Online,1,85.26,0.05,81.0
T00698,2025-01-26,C0305,Smartphone X,Phones,North,Online,2,793.79,0,1587.58
T00699,2025-08-10,C0244,Mechanical Keyboard,Accessories,North,Partner,2,116.66,0,233.32
T00700,2025-07-24,C0067,Mechanical Keyboard,Accessories,South,Retail,1,122.91,0.05,116.76
T00701,2025-10-14,C0316,24in Monitor,Monitors,South,Online,1,220.65,0.05,209.62
T00702,2025-02-06,C0046,Mechanical Keyboard,Accessories,North,Partner,2,125.06,0,250.12
T00703,2025-07-31,C0336,USB-C Dock,Accessories,North,Retail,1,156.03,0,156.03
T00704,2025-03-28,C0075,Wireless Mouse,Accessories,West,Online,2,48.66,0.2,77.86
T00705,2025-04-30,C0044,24in Monitor,Monitors,North,Partner,2,235.28,0,470.56
T00706,2025-01-28,C0148,24in Monitor,Monitors,North,Retail,4,239.13,0.15,813.04
T00707,2025-12-22,C0379,Laptop Air 13,Computers,South,Online,1,978.85,0.05,929.91
T00708,2025-10-07,C0073,Webcam HD,Accessories,North,Retail,2,90.31,0.05,171.59
T00709,2025-10-26,C0103,Smartphone X,Phones,East,Online,2,756.82,0,1513.64
T00710,2025-08-27,C0340,Smartphone X,Phones,East,Online,4,814.38,0,3257.52
T00711,2025-01-10,C0195,Mechanical Keyboard,Accessories,North,Retail,3,115.16,0.05,328.21
T00712,2025-09-06,C0235,Tablet 11,Tablets,North,Online,2,499.04,0,998.08
T00713,2025-05-07,C0010,Webcam HD,Accessories,East,Partner,1,91.61,0.05,87.03
T00714,2025-06-30,C0257,Wireless Mouse,Accessories,East,Online,2,51.81,0,103.62
T00715,2025-11-17,C0016,Mechanical Keyboard,Accessories,East,Online,3,123.5,0.15,314.93
T00716,2025-03-19,C0196,Wireless Mouse,Accessories,South,Retail,3,46.58,0.05,132.75
T00717,2025-05-04,C0169,Tablet 11,Tablets,West,Partner,1,523.53,0.2,418.82
T00718,2025-03-09,C0104,24in Monitor,Monitors,South,Retail,2,234.06,0.05,444.71
T00719,2025-12-19,C0395,Smartphone Lite,Phones,South,Partner,3,494.81,0.15,1261.77
T00720,2025-10-17,C0061,27in Monitor,Monitors,South,Retail,1,367.79,0.05,349.4
T00721,2025-03-16,C0211,Smartphone Lite,Phones,East,Retail,1,527.32,0,527.32
T00722,2025-11-23,C0095,Smartphone Lite,Phones,North,Partner,1,475.45,0.1,427.9
T00723,2025-11-12,C0119,Mechanical Keyboard,Accessories,North,Retail,2,120.38,0.05,228.72
T00724,2025-02-10,C0241,Smartphone Lite,Phones,East,Online,2,519.73,0,1039.46
T00725,2025-07-18,C0210,Noise-Cancel Headset,Audio,North,Retail,1,173.12,0,173.12
T00726,2025-07-31,C0034,24in Monitor,Monitors,South,Retail,2,236.08,0.2,377.73
T00727,2025-11-12,C0219,Noise-Cancel Headset,Audio,West,Online,2,187.33,0.1,337.19
T00728,2025-11-08,C0381,Smartphone Lite,Phones,North,Partner,3,492.66,0.1,1330.18
T00729,2025-02-25,C0126,Noise-Cancel Headset,Audio,West,Partner,1,187.11,0.1,168.4
T00730,2025-01-21,C0098,Webcam HD,Accessories,East,Retail,1,93.94,0.1,84.55
T00731,2025-07-23,C0151,Mechanical Keyboard,Accessories,North,Partner,2,114.24,0,228.48
T00732,2025-09-22,C0257,27in Monitor,Monitors,North,Online,1,331.85,0.05,315.26
T00733,2025-10-27,C0013,Smartphone Lite,Phones,South,Retail,2,488.43,0,976.86
T00734,2025-10-30,C0166,Smartphone Lite,Phones,South,Partner,3,474.46,0.15,1209.87
T00735,2025-03-05,C0269,Laptop Air 13,Computers,West,Partner,1,982.57,0,982.57
T00736,2025-09-19,C0394,Tablet 11,Tablets,South,Retail,4,491.85,0,1967.4
T00737,2025-10-17,C0394,Smartphone X,Phones,North,Retail,3,764.92,0,2294.76
T00738,2025-06-07,C0093,Mechanical Keyboard,Accessories,North,Online,2,115.98,0.15,197.17
T00739,2025-04-14,C0256,Laptop Pro 14,Computers,North,Partner,2,1292.55,0,2585.1
T00740,2025-09-10,C0227,24in Monitor,Monitors,North,Partner,1,227.73,0.05,216.34
T00741,2025-11-04,C0286,Laptop Pro 14,Computers,South,Online,1,1317.67,0.05,1251.79
T00742,2025-04-05,C0017,27in Monitor,Monitors,East,Retail,1,334.15,0,334.15
T00743,2025-02-14,C0146,Laptop Pro 14,Computers,South,Retail,1,1246.21,0.2,996.97
T00744,2025-10-24,C0189,Wireless Mouse,Accessories,West,Online,4,47.82,0,191.28
T00745,2025-08-07,C0141,Webcam HD,Accessories,East,Partner,1,84.96,0.05,80.71
T00746,2025-07-31,C0293,Webcam HD,Accessories,North,Retail,1,84.28,0,84.28
T00747,2025-12-19,C0312,Tablet 11,Tablets,East,Retail,4,486.26,0.2,1556.03
T00748,2025-09-27,C0289,Tablet 11,Tablets,West,Partner,5,476.83,0,2384.15
T00749,2025-11-20,C0363,Noise-Cancel Headset,Audio,East,Online,1,181.35,0,181.35
T00750,2025-01-01,C0107,Laptop Air 13,Computers,West,Retail,1,953.2,0.05,905.54
T00751,2025-01-24,C0328,Wireless Mouse,Accessories,South,Partner,1,47.31,0.1,42.58
T00752,2025-05-25,C0166,Mechanical Keyboard,Accessories,North,Online,2,119.1,0,238.2
T00753,2025-12-18,C0015,Wireless Mouse,Accessories,South,Online,1,49.68,0.1,44.71
T00754,2025-06-19,C0019,Wireless Mouse,Accessories,South,Retail,4,48.85,0.05,185.63
T00755,2025-03-21,C0237,Smartphone X,Phones,West,Partner,1,836.96,0.1,753.26
T00756,2025-01-29,C0275,Webcam HD,Accessories,North,Online,1,87.03,0.1,78.33
T00757,2025-10-23,C0034,Smartphone X,Phones,South,Retail,1,827.36,0.15,703.26
T00758,2025-01-16,C0293,Wireless Mouse,Accessories,West,Online,5,51.01,0.05,242.3
T00759,2025-11-01,C0162,Laptop Air 13,Computers,North,Retail,3,1023.61,0.1,2763.75
T00760,2025-07-31,C0155,Laptop Air 13,Computers,South,Partner,1,993.23,0,993.23
T00761,2025-06-04,C0048,27in Monitor,Monitors,West,Partner,1,360.63,0.1,324.57
T00762,2025-01-13,C0248,Noise-Cancel Headset,Audio,East,Retail,3,175.57,0,526.71
T00763,2025-03-15,C0068,Laptop Air 13,Computers,South,Partner,3,1020.18,0.15,2601.46
T00764,2025-01-19,C0160,Noise-Cancel Headset,Audio,North,Partner,1,170.75,0.1,153.68
T00765,2025-11-01,C0393,Laptop Air 13,Computers,East,Online,1,951.42,0.15,808.71
T00766,2025-10-23,C0147,Mechanical Keyboard,Accessories,East,Partner,2,114.72,0,229.44
T00767,2025-06-13,C0059,Noise-Cancel Headset,Audio,North,Partner,2,171.64,0,343.28
T00768,2025-10-14,C0139,Webcam HD,Accessories,South,Partner,1,89.53,0.05,85.05
T00769,2025-05-26,C0174,Tablet 11,Tablets,West,Online,1,505.78,0,505.78
T00770,2025-03-08,C0028,Laptop Pro 14,Computers,North,Retail,1,1237.57,0.05,1175.69
T00771,2025-07-20,C0354,27in Monitor,Monitors,West,Partner,2,354.42,0.15,602.51
T00772,2025-07-02,C0274,Mechanical Keyboard,Accessories,North,Retail,1,122.69,0,122.69
T00773,2025-10-18,C0050,27in Monitor,Monitors,West,Retail,1,357.32,0.1,321.59
T00774,2025-12-17,C0115,Smartphone X,Phones,South,Partner,2,773.27,0.05,1469.21
T00775,2025-05-13,C0167,Wireless Mouse,Accessories,West,Retail,1,49.97,0.05,47.47
T00776,2025-01-16,C0088,Laptop Air 13,Computers,East,Retail,1,994.35,0,994.35
T00777,2025-11-06,C0055,Tablet 11,Tablets,East,Partner,1,518.02,0,518.02
T00778,2025-11-29,C0212,Laptop Air 13,Computers,South,Partner,2,987.11,0.05,1875.51
T00779,2025-05-05,C0107,Webcam HD,Accessories,West,Retail,1,84.37,0.05,80.15
T00780,2025-10-18,C0040,Wireless Mouse,Accessories,West,Online,2,49.96,0,99.92
T00781,2025-10-31,C0091,Tablet 11,Tablets,East,Retail,1,518.28,0.05,492.37
T00782,2025-02-05,C0195,Tablet 11,Tablets,East,Retail,1,515.25,0.1,463.73
T00783,2025-11-27,C0298,Smartphone X,Phones,North,Online,1,764.38,0,764.38
T00784,2025-12-05,C0229,27in Monitor,Monitors,South,Online,1,353.84,0,353.84
T00785,2025-12-15,C0223,Wireless Mouse,Accessories,East,Online,1,50.06,0.1,45.05
T00786,2025-10-26,C0151,Laptop Pro 14,Computers,North,Retail,2,1353.19,0.05,2571.06
T00787,2025-10-09,C0057,Laptop Pro 14,Computers,East,Online,1,1373.62,0.05,1304.94
T00788,2025-05-01,C0196,USB-C Dock,Accessories,West,Retail,2,155.53,0,311.06
T00789,2025-08-11,C0285,Webcam HD,Accessories,West,Retail,1,85.15,0,85.15
T00790,2025-08-02,C0006,27in Monitor,Monitors,North,Partner,1,333.32,0.1,299.99
T00791,2025-01-09,C0070,27in Monitor,Monitors,North,Online,2,346.35,0.05,658.07
T00792,2025-11-25,C0218,USB-C Dock,Accessories,South,Retail,3,162.73,0.15,414.96
T00793,2025-09-18,C0096,USB-C Dock,Accessories,West,Partner,2,156.24,0.05,296.86
T00794,2025-01-04,C0138,Tablet 11,Tablets,West,Partner,1,511.7,0.1,460.53
T00795,2025-10-23,C0189,Wireless Mouse,Accessories,North,Partner,1,48.9,0,48.9
T00796,2025-09-04,C0385,Smartphone Lite,Phones,East,Retail,1,500.58,0.1,450.52
T00797,2025-09-22,C0323,Laptop Air 13,Computers,North,Partner,2,968.46,0.05,1840.07
T00798,2025-11-21,C0176,Webcam HD,Accessories,North,Retail,2,84.22,0,168.44
T00799,2025-08-21,C0181,Webcam HD,Accessories,East,Retail,3,87.2,0.05,248.52
T00800,2025-03-27,C0289,Laptop Pro 14,Computers,East,Online,2,1268.46,0.05,2410.07
T00801,2025-11-19,C0150,Noise-Cancel Headset,Audio,North,Retail,2,182.36,0.05,346.48
T00802,2025-09-06,C0130,Laptop Air 13,Computers,South,Partner,1,1033.02,0,1033.02
T00803,2025-05-24,C0090,Mechanical Keyboard,Accessories,South,Partner,3,113.45,0,340.35
T00804,2025-08-17,C0249,Wireless Mouse,Accessories,South,Partner,3,50.18,0,150.54
T00805,2025-01-17,C0079,Wireless Mouse,Accessories,West,Retail,5,49.56,0.15,210.63
T00806,2025-07-16,C0296,24in Monitor,Monitors,East,Online,2,219.86,0.1,395.75
T00807,2025-11-25,C0205,Mechanical Keyboard,Accessories,West,Retail,2,114.25,0,228.5
T00808,2025-09-01,C0350,Smartphone Lite,Phones,West,Retail,4,483.05,0.15,1642.37
T00809,2025-05-15,C0230,27in Monitor,Monitors,West,Partner,2,340.15,0,680.3
T00810,2025-06-11,C0327,Webcam HD,Accessories,East,Retail,2,93.46,0,186.92
T00811,2025-11-09,C0051,Smartphone X,Phones,East,Partner,3,776.67,0,2330.01
T00812,2025-10-27,C0345,USB-C Dock,Accessories,South,Partner,1,154.07,0.05,146.37
T00813,2025-06-22,C0345,Smartphone X,Phones,North,Online,2,803.57,0,1607.14
T00814,2025-01-07,C0113,USB-C Dock,Accessories,East,Retail,1,157.97,0,157.97
T00815,2025-04-09,C0337,Laptop Pro 14,Computers,South,Partner,1,1367.35,0,1367.35
T00816,2025-11-23,C0067,Laptop Air 13,Computers,West,Partner,2,1041.73,0,2083.46
T00817,2025-11-28,C0095,Tablet 11,Tablets,East,Retail,3,475.7,0,1427.1
T00818,2025-08-28,C0142,Smartphone X,Phones,West,Partner,4,839.53,0.05,3190.21
T00819,2025-12-08,C0032,Wireless Mouse,Accessories,West,Retail,1,47.69,0.1,42.92
T00820,2025-06-20,C0036,Laptop Pro 14,Computers,West,Online,1,1248.8,0.1,1123.92
T00821,2025-11-09,C0394,USB-C Dock,Accessories,West,Online,1,152.21,0.05,144.6
T00822,2025-11-11,C0018,Smartphone X,Phones,North,Online,1,775.89,0,775.89
T00823,2025-10-20,C0077,Smartphone Lite,Phones,North,Online,1,522.74,0,522.74
T00824,2025-12-07,C0295,USB-C Dock,Accessories,North,Partner,1,166.72,0.1,150.05
T00825,2025-12-29,C0036,Noise-Cancel Headset,Audio,South,Online,1,183.89,0,183.89
T00826,2025-07-16,C0184,Smartphone Lite,Phones,East,Partner,3,503.03,0.05,1433.64
T00827,2025-06-05,C0188,USB-C Dock,Accessories,East,Online,1,161.81,0.2,129.45
T00828,2025-08-24,C0197,Mechanical Keyboard,Accessories,South,Retail,2,112.42,0,224.84
T00829,2025-12-23,C0044,USB-C Dock,Accessories,West,Partner,3,156.31,0.05,445.48
T00830,2025-04-08,C0123,27in Monitor,Monitors,West,Retail,1,369.79,0,369.79
T00831,2025-02-02,C0231,Webcam HD,Accessories,North,Online,2,93.97,0.05,178.54
T00832,2025-06-23,C0109,Laptop Pro 14,Computers,West,Partner,1,1284.27,0.1,1155.84
T00833,2025-10-02,C0377,27in Monitor,Monitors,South,Retail,2,331.08,0,662.16
T00834,2025-12-01,C0360,Laptop Pro 14,Computers,South,Online,1,1228.2,0.15,1043.97
T00835,2025-03-30,C0234,Smartphone X,Phones,South,Partner,1,827.16,0,827.16
T00836,2025-02-02,C0033,Laptop Air 13,Computers,South,Retail,1,1012.86,0.05,962.22
T00837,2025-06-22,C0295,Smartphone Lite,Phones,South,Retail,2,527.49,0,1054.98
T00838,2025-04-20,C0073,Laptop Pro 14,Computers,West,Online,2,1239.88,0,2479.76
T00839,2025-12-23,C0021,Wireless Mouse,Accessories,South,Online,2,51.5,0,103.0
T00840,2025-11-20,C0042,Tablet 11,Tablets,North,Online,1,521.73,0,521.73
T00841,2025-04-02,C0356,Laptop Air 13,Computers,West,Partner,2,973.07,0.05,1848.83
T00842,2025-03-06,C0123,24in Monitor,Monitors,South,Partner,1,227.64,0,227.64
T00843,2025-12-21,C0046,Laptop Pro 14,Computers,East,Retail,2,1316.47,0.1,2369.65
T00844,2025-08-03,C0049,Laptop Pro 14,Computers,East,Partner,2,1374.85,0,2749.7
T00845,2025-09-17,C0028,24in Monitor,Monitors,South,Online,1,220.98,0.05,209.93
T00846,2025-03-18,C0082,Smartphone X,Phones,North,Online,3,798.76,0.15,2036.84
T00847,2025-11-27,C0389,Wireless Mouse,Accessories,West,Online,1,48.03,0,48.03
T00848,2025-02-23,C0015,Smartphone Lite,Phones,West,Partner,1,478.52,0.05,454.59
T00849,2025-03-01,C0167,Laptop Air 13,Computers,West,Online,3,1010.11,0.1,2727.3
T00850,2025-12-13,C0122,Wireless Mouse,Accessories,West,Online,1,47.4,0,47.4
T00851,2025-07-12,C0224,24in Monitor,Monitors,South,Online,1,216.75,0.05,205.91
T00852,2025-11-09,C0100,Noise-Cancel Headset,Audio,East,Retail,1,178.09,0,178.09
T00853,2025-04-14,C0070,Wireless Mouse,Accessories,North,Retail,1,46.41,0.05,44.09
T00854,2025-08-23,C0310,USB-C Dock,Accessories,South,Partner,1,166.37,0,166.37
T00855,2025-11-10,C0211,27in Monitor,Monitors,West,Online,2,337.68,0.05,641.59
T00856,2025-10-30,C0377,Noise-Cancel Headset,Audio,South,Online,3,183.94,0,551.82
T00857,2025-06-17,C0077,USB-C Dock,Accessories,North,Retail,2,160.75,0.15,273.27
T00858,2025-01-23,C0218,Laptop Pro 14,Computers,West,Retail,5,1299.66,0.1,5848.47
T00859,2025-12-23,C0007,Laptop Air 13,Computers,West,Online,1,1006.01,0,1006.01
T00860,2025-03-09,C0246,Wireless Mouse,Accessories,East,Online,1,46.59,0.05,44.26
T00861,2025-12-27,C0233,Noise-Cancel Headset,Audio,West,Online,3,168.78,0.1,455.71
T00862,2025-12-27,C0361,USB-C Dock,Accessories,North,Partner,1,161.42,0.1,145.28
T00863,2025-02-06,C0219,USB-C Dock,Accessories,East,Partner,3,150.08,0,450.24
T00864,2025-11-10,C0318,Webcam HD,Accessories,East,Partner,2,90.97,0,181.94
T00865,2025-01-29,C0057,Webcam HD,Accessories,West,Retail,4,93.14,0.05,353.93
T00866,2025-08-27,C0361,Tablet 11,Tablets,North,Partner,1,507.87,0,507.87
T00867,2025-12-30,C0333,24in Monitor,Monitors,West,Partner,1,230.09,0,230.09
T00868,2025-10-25,C0181,Smartphone Lite,Phones,East,Partner,1,482.56,0.1,434.3
T00869,2025-12-15,C0249,USB-C Dock,Accessories,North,Retail,1,156.05,0,156.05
T00870,2025-12-30,C0318,Webcam HD,Accessories,East,Partner,2,86.78,0.05,164.88
T00871,2025-12-21,C0201,Laptop Air 13,Computers,South,Retail,1,949.53,0.15,807.1
T00872,2025-02-09,C0078,Laptop Air 13,Computers,South,Partner,1,956.8,0,956.8
T00873,2025-11-18,C0068,Laptop Pro 14,Computers,West,Retail,1,1305.46,0.15,1109.64
T00874,2025-08-04,C0012,Noise-Cancel Headset,Audio,South,Partner,2,172.32,0,344.64
T00875,2025-11-27,C0168,Wireless Mouse,Accessories,West,Partner,1,49.86,0,49.86
T00876,2025-12-07,C0291,Smartphone Lite,Phones,South,Retail,2,496.49,0.05,943.33
T00877,2025-03-29,C0025,Mechanical Keyboard,Accessories,South,Retail,1,115.97,0,115.97
T00878,2025-05-26,C0275,Noise-Cancel Headset,Audio,East,Online,4,171.71,0.05,652.5
T00879,2025-03-31,C0122,Smartphone Lite,Phones,North,Online,2,478.25,0.05,908.67
T00880,2025-06-12,C0288,Tablet 11,Tablets,North,Partner,1,480.11,0,480.11
T00881,2025-06-12,C0274,Wireless Mouse,Accessories,East,Online,1,51.8,0,51.8
T00882,2025-01-13,C0164,USB-C Dock,Accessories,South,Online,4,167.54,0.1,603.14
